journal,idJ,idP,title,idK,keyword
Synthetic and Systems Biotechnology,j83,p115,On the modeling of a contact-aided cross-axis flexural pivot,k424,Contact-aided compliant mechanism
Synthetic and Systems Biotechnology,j83,p115,On the modeling of a contact-aided cross-axis flexural pivot,k425,Cross-Axis Flexural Pivot
Synthetic and Systems Biotechnology,j83,p115,On the modeling of a contact-aided cross-axis flexural pivot,k426,Multi software framework
"Journal of Fluids Engineering, Transactions of the ASME",j84,p116,Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,k427,Drilling automation
"Journal of Fluids Engineering, Transactions of the ASME",j84,p116,Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,k428,Managed pressure drilling
"Journal of Fluids Engineering, Transactions of the ASME",j84,p116,Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,k429,Nonlinear model predictive control
"Journal of Fluids Engineering, Transactions of the ASME",j84,p116,Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,k430,Physics-based drilling flow model
"Journal of Fluids Engineering, Transactions of the ASME",j84,p116,Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,k431,Pressure control
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k432,Effective area
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k433,gain-enhancement
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k434,minimum scattering antennas (MSAs)
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k435,parasitic elements
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k436,Poynting vector streamlines
npj Computational Materials,j85,p119,Array Antenna Gain Enhancement with the Poynting Streamline Method,k437,receiving antennas
IEEE Transactions on Antennas and Propagation,j86,p120,Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,k438,Bénard convection
IEEE Transactions on Antennas and Propagation,j86,p120,Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,k439,Taylor-Couette flow
Indoor Air,j87,p122,Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,k440,brain tumors
Indoor Air,j87,p122,Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,k441,complex networks
Indoor Air,j87,p122,Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,k442,Convolutional neural network
Indoor Air,j87,p122,Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,k443,network generator
Indoor Air,j87,p122,Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,k444,randomly generated graph
Journal of Manufacturing Processes,j9,p11,Investigating steel tool life in the RFSSW process,k45,FSpW
Journal of Manufacturing Processes,j9,p11,Investigating steel tool life in the RFSSW process,k46,Refill friction stir spot welding
Journal of Manufacturing Processes,j9,p11,Investigating steel tool life in the RFSSW process,k47,RFSSW
Journal of Manufacturing Processes,j9,p11,Investigating steel tool life in the RFSSW process,k48,Temperature
Journal of Manufacturing Processes,j9,p11,Investigating steel tool life in the RFSSW process,k49,Tool life
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k458,Batteries
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k459,Battery charger
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k460,Battery chargers
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k461,control scheme
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k462,high power efficiency.
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k463,Inductors
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k464,quick charging
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k465,small size
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k466,Switches
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k467,Universal Serial Bus
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k468,Zero current switching
Signal Processing: Image Communication,j90,p128,A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,k469,Zero voltage switching
Smart Materials and Structures,j91,p132,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,k476,healthcare cost
Smart Materials and Structures,j91,p132,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,k477,medical error
Smart Materials and Structures,j91,p132,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,k478,operational failures
Smart Materials and Structures,j91,p132,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,k479,survey
Smart Materials and Structures,j91,p132,When do workarounds help or hurt patient outcomes? The moderating role of operational failures,k480,workarounds
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k481,Auto-induction
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k482,Autoinduction
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k483,Cell-free protein synthesis
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k484,CFPS
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k485,Clearcoli
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k486,Crisantaspase
Soil Dynamics and Earthquake Engineering,j94,p135,Streamlining the preparation of “endotoxin-free” ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,k487,Endotoxin-free
Flexible and Printed Electronics,j95,p136,Developable mechanisms on regular cylindrical surfaces,k138,Developable mechanism
Flexible and Printed Electronics,j95,p136,Developable mechanisms on regular cylindrical surfaces,k488,Cylindrical developable mechanism
Flexible and Printed Electronics,j95,p136,Developable mechanisms on regular cylindrical surfaces,k489,Developable surface
Flexible and Printed Electronics,j95,p136,Developable mechanisms on regular cylindrical surfaces,k490,Morphing mechanism
IEEE Solid-State Circuits Letters,j98,p140,The effects of voids in quasi-static indentation of resin-infused reinforced polymers,k494,CT analysis
IEEE Solid-State Circuits Letters,j98,p140,The effects of voids in quasi-static indentation of resin-infused reinforced polymers,k495,damage mechanics
IEEE Solid-State Circuits Letters,j98,p140,The effects of voids in quasi-static indentation of resin-infused reinforced polymers,k496,porosity
IEEE Solid-State Circuits Letters,j98,p140,The effects of voids in quasi-static indentation of resin-infused reinforced polymers,k497,Resin transfer moulding
IEEE Journal of Biomedical and Health Informatics,j99,p141,"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications",k498,Boundary element methods
